waterfront	滨水地区
rosiny	多松脂的
rosiny	多松脂
rosiny	像松脂的
rosiny	像松脂
basophobia	步行恐怖
irrelevance	枝节问题
multibus	多总线
logogriph	字谜
dibutyl	二丁基的
dibutyl	二丁基
dibutyl	联丁基的
dibutyl	联丁基
frusta	墩
gossyplure	棉红铃虫性诱剂
chordata	脊索动物类
mucilage	黏液
mucilage	胶水
elyseeology	法国问题研究
junkman	拾废铁者
junkman	拾破烂者
epicene	通性的
epicene	通性
epicene	两性特征的
epicene	两性特征
epicene	阴阳人
boast	自夸
boast	值得夸耀的事物
boast	自夸
boast	以有……而自豪
canarian	加那利群岛的
canarian	加那利群岛
duckie	=ducky
detick	除去……的扁虱
maize	玉米
maize	黄色
maize	玉米色的
maize	玉米色
maize	黄色的
maize	黄色
nabbie	苏格兰捕鲱船
kernelly	有谷粒的
kernelly	有谷粒
albanian	阿尔巴尼亚的
albanian	阿尔巴尼亚
albanian	阿尔巴尼亚人的
albanian	阿尔巴尼亚人
meliorate	改善
meliorate	改良
meliorate	变好
overcast	覆盖
overcast	多云的天
overcast	阴天的
overcast	阴天
overcast	阴暗的
overcast	阴暗
overcast	愁闷的
overcast	愁闷
overcast	忧郁的
overcast	忧郁
overcast	使阴暗
overcast	阴暗起来
droplight	吊灯
filagree	金银丝细工
filagree	金银透雕丝工的工艺品
reeky	烟雾弥漫的
reeky	烟雾弥漫
sustentation	支撑
sustentation	支持
sustentation	维持
sustentation	供养
eeriness	怪诞
eeriness	胆怯
eeriness	阴森
magnetoelasticity	磁致弹性
grammy	格莱美奖
copulin	交配信息素
copulin	交配外激素
sandakan	山打根
nonmiscible	不混合的
nonmiscible	不混合
nonmiscible	不容易混合的
nonmiscible	不容易混合
banteng	白臀野牛
banteng	爪哇野牛
organotropism	亲器官性
volt	环骑
volt	伏特
arteriosclerosis	动脉硬化
festival	节日
festival	喜庆日
festival	音乐节
festival	戏剧节
festival	喜庆
festival	欢宴
festival	欢乐
festival	节日的
festival	节日
festival	快乐的
festival	快乐
godardian	戈达德的
godardian	戈达德
godardian	戈达德式的
godardian	戈达德式
noncontinuous	不连续的
noncontinuous	不连续
noncontinuous	间断的
noncontinuous	间断
wdc	War
wdc	Damage
wdc	Corporation战争损失公司
ekka	一马两轮单座马车
cacomistle	环尾猫熊
scopey	=scopy
professionalism	专家的地位
professionalism	特性或方法
professionalism	专业主义
japonism	日本人之特征
japonism	日本语法
mintmark	表示造币厂的刻印
secondarily	在第二
secondarily	其次
secondarily	在第二位
eurobank	欧洲银行
pryer	窥探者
pryer	探听者
pryer	好打听的人
wrath	愤怒
smallclothes	紧身短裤
slopshop	卖成衣的商店
renewed	更新的
renewed	更新
renewed	重建的
renewed	重建
renewed	复兴的
renewed	复兴
renewed	重申的
renewed	重申
calvaria	头顶
calvaria	颅顶
convergence	集中
convergence	收敛
bearded	有须的
bearded	有须
bearded	有胡子的
bearded	有胡子
bearded	有芒的
bearded	有芒
weser	威悉河
trek	牛拉车
trek	艰苦跋涉
trek	搬
trek	运
trek	牛拉车旅行
trek	艰苦跋涉
litterateur	文学家
litterateur	文人
heliotrope	向日葵
heliotrope	天芥菜属植物
heliotrope	该植物的花香
heliotrope	淡紫色
gumbotil	粘韧冰碛
chartbuster	畅销品
bony	多骨的
bony	多骨
bony	瘦骨嶙峋的
bony	瘦骨嶙峋
rudimentary	根本的
rudimentary	根本
rudimentary	未发展的
rudimentary	未发展
kulun	库伦
lucinda	露辛达
syphiloma	梅毒瘤
syphiloma	树胶肿
superhero	超级英雄
peevers	=hopscotch
burly	魁伟的
burly	魁伟
burly	结实的
burly	结实
silvertail	有钱人
silvertail	有权势的人
threw	throw的过去式
upthrust	向上推
upthrust	向上冲
upthrust	上冲断层
garnishee	第三债务人
garnishee	接到扣押债权通知的人
garnishee	出庭令
garnishee	扣押
meteorologist	气象学者
vandal	汪达尔人
vandal	文化艺术的破坏者
vandal	野蛮人
vandal	汪达尔人的
vandal	汪达尔人
vandal	破坏文化艺术的
vandal	破坏文化艺术
cryptovolcanic	由地底深处火山活动所造成的
cryptovolcanic	由地底深处火山活动所造成
rassling	摔跤
kindness	仁慈
kindness	亲切
kindness	好意
kindness	善意
semisacerdotal	半教士的
semisacerdotal	半教士
fisherfolk	渔民
trappistine	特拉普派修女
dissenter	不同意者
dissenter	非国教派的人
dissenter	反对者
indissoluble	不能分解的
indissoluble	不能分解
fishwife	卖鱼妇
fishwife	嘴臭的女人
syndesmosis	韧带联合
prying	爱打听的
prying	爱打听
narcotist	有麻醉剂瘾者
narcotist	吸毒成瘾者
rarefication	=rarefaction
transliterator	直译者
transliterator	音译者
entomofauna	昆虫志
entomofauna	某一地区的昆虫
hypermedia	超媒体
class	班级
class	阶级
class	社会等级
class	种类
prelector	讲师
genospecies	基因型群
gabonese	加蓬人
gabonese	加蓬的
gabonese	加蓬
gabonese	加蓬人的
gabonese	加蓬人
nutberger	=nutburger
signality	意义重大
signality	重要
unaccessible	=inaccessible
cricoid	轮形的
cricoid	轮形
urbanite	都市人
asphyxiant	导致窒息的
asphyxiant	导致窒息
asphyxiant	引起窒息的事物
venality	受贿
showboat	演戏船
ungild	除去……上面所涂的金
flecked	有斑点的
flecked	有斑点
flecked	有污点的
flecked	有污点
dyskinesia	运动障碍
montserrat	蒙特塞拉特岛
neuropsychical	神经精神的
neuropsychical	神经精神
bawdy	卖淫的
bawdy	卖淫
bawdy	妓女的
bawdy	妓女
bawdy	好色的
bawdy	好色
cinquedea	五指剑
abducens	外展神经
abducens	外展肌肉
dft	二维傅里叶变换
their	pro
their	他们的
their	他们
their	她们的
their	她们
their	它们的
their	它们
grift	诈骗
grift	诈骗
denaturant	变性剂
immunodiffusion	免疫扩散
fandango	胡闹
fandango	一种西班牙舞
foreseeable	可预知的
foreseeable	可预知
foreseeable	能预测的
foreseeable	能预测
foreseeable	能看透的
foreseeable	能看透
thomson	汤姆森
mesenchymal	间叶细胞的
mesenchymal	间叶细胞
mesenchymal	由间叶细胞组成的
mesenchymal	由间叶细胞组成
mesenchymal	间叶细胞样的
mesenchymal	间叶细胞样
neckline	领口
neckline	领圈
architecture	建筑
architecture	建筑学
architecture	体系机构
operant	发生作用之人或物
operant	工作之人或物
operant	动作的
operant	动作
deconcentrate	使分散
riukiu	=Ryukyu
briefless	无人委托诉讼的
briefless	无人委托诉讼
technomania	技术狂
aquilegia	耧斗菜属
aquilegia	毛莨科
reddleman	=ruddleman
extrajudicial	法庭职权以外的
extrajudicial	法庭职权以外
longish	稍长的
longish	稍长
longish	略长的
longish	略长
upvalue	提高……的价值
upvalue	将
upvalue	升值
usuriously	取高利地
usuriously	取高利
usuriously	高利贷地
usuriously	高利贷
pisciculturist	养鱼家
tinctorial	颜色的
tinctorial	颜色
tinctorial	着色的
tinctorial	着色
trivia	琐事
liftman	升降机操作工
kakapo	一种鹦鹉
strephon	患相思病的人
aberrated	=aberrant
cysticercosis	囊虫病
animato	活跃的
animato	活跃
animato	有精神而快速的
animato	有精神而快速
animato	活跃地
animato	活跃
poikilotherm	变温动物
poikilotherm	冷血动物
rescissory	废除的
rescissory	废除
rescissory	撤销的
rescissory	撤销
cashless	无现款的
cashless	无现款
cashless	无现金的
cashless	无现金
cashless	无钱的
cashless	无钱
repost	vt
repost	重新投寄
match	火柴
match	比赛
match	竞赛
match	匹配
match	比赛
match	相配
match	相称
match	比赛
match	相比
match	匹配
suborn	唆使
numeracy	识数
numeracy	计算能力
dayspring	黎明
dayspring	开端
dayspring	拂晓
frogpond	青蛙常出现的池塘
dumbfound	使人哑然失声
dumbfound	使发楞
pieceworker	论件工作的人
wage	工资
wage	发动
zend	阿维斯陀经注解
zend	古波斯语
accidie	倦怠
accidie	漠然
laeotropic	左转的
laeotropic	左转
antipyic	抑制化脓药
antipyic	抑制化脓的
antipyic	抑制化脓
redrape	再披挂在……上
franklin	小地主
franklin	乡绅
palawan	巴拉望岛
entoderm	=endoderm
kickball	儿童足球游戏
unremunerative	无报酬的
unremunerative	无报酬
unremunerative	无利可获的
unremunerative	无利可获
pastoralism	田园主义
pastoralism	牧歌体
uncircumcised	未受割礼的
uncircumcised	未受割礼
uncircumcised	非犹太人的
uncircumcised	非犹太人
uncircumcised	异教的
uncircumcised	异教
dromomania	强烈的旅行欲
boltoperated	使用活动枪栓的
boltoperated	使用活动枪栓
catchweed	猪殃殃
libertarian	自由意志主义者
libertarian	行动自由论者
libertarian	自由的
libertarian	自由
libertarian	持自由论的
libertarian	持自由论
libertarian	自由论者的
libertarian	自由论者
progressional	前进的
progressional	前进
progressional	进步的
progressional	进步
progressional	级数的
progressional	级数
watermark	水印
bandgap	能带隙
transitorily	暂时地
transitorily	暂时
transitorily	瞬间地
transitorily	瞬间
transitorily	短暂地
transitorily	短暂
knowability	可知性
laughably	可笑
laughably	有趣
uredostage	夏孢子期
tissue	薄的纱织品
tissue	薄纸
tissue	棉纸
tissue	组织
tissue	连篇
augur	占兆官
augur	占卜师
augur	预言者
augur	占卜
augur	预言
abstainer	节制者
abstainer	戒酒者
abstainer	弃权者
batwoman	女勤务兵
batwoman	女传令兵
amphibolous	暧昧的
amphibolous	暧昧
amphibolous	模棱两可的
amphibolous	模棱两可
theravadin	小乘教徒
artemis	阿耳特弥斯
bpas	British
bpas	Pregnancy
bpas	Advisory
bpas	Service
bpas	英国孕期咨询服务处
swaraj	自治
swaraj	独立
capoid	开普人
uttermost	极端
uttermost	最大限度
infusionism	灵魂投胎论
infusionism	灵魂注入说
phylactery	经文护符匣
phylactery	令人联想的事物
phylactery	护符
animus	敌意
animus	意图
swanning	漂游
biparous	产双胎的
biparous	产双胎
biparous	二枝的
biparous	二枝
biparous	有双轴的
biparous	有双轴
malposed	错位的
malposed	错位
malposed	异位的
malposed	异位
despite	不管
despite	尽管
despite	不论
bladework	划桨方法
lifespan	预期使用期限
haematology	血液学
haematology	血液病学
electroless	无电镀的
electroless	无电镀
knackered	筋疲力尽的
knackered	筋疲力尽
syngeneic	同源的
syngeneic	同源
syngeneic	同基因的
syngeneic	同基因
syngeneic	同系的
syngeneic	同系
squeteague	犬牙石首鱼
mediatrice	mediator的女性
mediatrice	女仲裁者
fatah	=Al
fatah	Fatah
corticosterone	肾上腺酮
corticosterone	皮质脂酮
phosphor	磷
phosphor	启明星
conveyancing	财产或其他权益让与之法律事务
naacp	National
naacp	Association
naacp	for
naacp	the
naacp	Advancement
naacp	of
naacp	Colored
naacp	People
naacp	全国有色人种协进会
orthocentre	垂心
bungalow	平房
emendator	校正者
emendator	校勘者
oligidic	活性组分在化学方面未定的
oligidic	活性组分在化学方面未定
pipage	水
pipage	煤气等用管道输送
pipage	输送费
counterrevolution	反革命
caner	藤椅编制工
fairily	仙女一样地
fairily	仙女一样
fairily	优雅地
fairily	优雅
fairily	玲珑地
fairily	玲珑
hareem	=harem
rugosity	满是皱纹
rugosity	皱纹
hoick	猛拉
hoick	大仰角离地
hoick	大仰角离
factional	派系的
factional	派系
factional	小派别的
factional	小派别
fascistic	法西斯主义的
fascistic	法西斯主义
fascistic	法西斯党的
fascistic	法西斯党
mopy	=mopey
equiponderant	重量相等的
equiponderant	重量相等
equiponderant	势力相等的
equiponderant	势力相等
sergeanty	服役土地占有权
irritatingly	刺激地
irritatingly	刺激
irritatingly	使愤怒地
irritatingly	使愤怒
choripetalous	=polypetalous
flight	飞行
flight	逃走
flight	飞跃
flight	飞机的航程
flight	班机
flight	追逐
flight	楼梯的一段
flight	射程
flight	成群飞行
flight	迁徙
flight	射击
flight	使惊飞
parroket	长尾小鹦鹉
heteroplasy	组织变形
dignitarial	显贵的
dignitarial	显贵
dignitarial	要人的
dignitarial	要人
desorption	解吸附作用
entitative	实体的
entitative	实体
entitative	本质的
entitative	本质
gilderoy	吉尔德罗伊
prosyllogism	前三段论
bouncy	快活的
bouncy	快活
bouncy	精神的
bouncy	精神
bouncy	有弹性的
bouncy	有弹性
bouncy	自大的
bouncy	自大
lattakia	=Latakia
unevaluated	未经估值的
unevaluated	未经估值
unevaluated	未定价的
unevaluated	未定价
unevaluated	未评价的
unevaluated	未评价
unevaluated	未鉴定的
unevaluated	未鉴定
vanilline	香草醛
vanilline	香兰素
musicality	音感
musicality	音乐性
rous	sarcoma
rous	鲁斯氏肉瘤
packaging	包装
millimicra	millimicron的复数
undulate	波动
undulate	起伏
undulate	成波浪形
undulate	波浪形的
undulate	波浪形
undulate	起伏的
undulate	起伏
silva	森林里的树木
silva	森林
silva	森林志
fishiness	多鱼
fishiness	腥臭
fishiness	鱼味
nitrolime	氰氨化钙
sirocco	从非洲吹向南欧一带的非洲热风
sirocco	热风
hypotaxis	从属
hypotaxis	关系
hypotaxis	从属结构
aborning	产生中的
aborning	产生中
taxation	课税
taxation	征税
taxation	抽税
taxation	税款
taxation	估定的税额
discreet	小心的
discreet	小心
discreet	慎重的
discreet	慎重
discreet	有思虑的
discreet	有思虑
discreet	贤明的
discreet	贤明
haeres	继承人
praseodymium	镨
prose	散文
use	使用
use	利用
use	耗费
use	使用
use	利用
use	用途
use	效用
use	使用价值
agaricaceous	菌蕈科的
agaricaceous	菌蕈科
tetracaine	丁卡因
tetracaine	四卡因
slushy	泥泞的
slushy	泥泞
prevarication	支吾
prevarication	搪塞
isoamyl	异戊基
hamamelis	金缕梅
vijayavada	维查雅瓦达
unnaturally	不合乎自然规律地
unnaturally	不合乎自然规律
unnaturally	违反习俗地
unnaturally	违反习俗
omnivorous	杂食的
omnivorous	杂食
omnivorous	什么都吃的
omnivorous	什么都吃
omnivorous	什么都读的
omnivorous	什么都读
omnivorous	随手乱拿的
omnivorous	随手乱拿
vocalisation	=vocalization
poenology	=penology
hyperacusis	听觉过敏
blueline	蓝线
nestle	舒适地坐定
nestle	偎依
nestle	抱
nestle	安置
unplug	拔去
unplug	去掉……的障碍物
rhodian	罗得斯岛人
rhodian	罗得斯岛居民
rhodian	罗得斯岛人的
rhodian	罗得斯岛人
epidermic	外皮的
epidermic	外皮
epidermic	上皮的
epidermic	上皮
prebend	牧师的俸禄
leady	似铅的
leady	似铅
leady	含铅的
leady	含铅
hireable	=hirable
autographic	亲笔写成的
autographic	亲笔写成
suspensively	未决定地
suspensively	未决定
suspensively	暂停地
suspensively	暂停
nineteen	十九
drake	公鸭
drake	蜉蝣类
regulative	调整的
regulative	调整
regulative	调节的
regulative	调节
adulterated	掺入次级品的
adulterated	掺入次级品
uneloquent	口才不流利的
uneloquent	口才不流利
uneloquent	不善辞令的
uneloquent	不善辞令
acestoma	肉芽块
lisle	莱尔线
lisle	莱尔线织物
lisle	莱尔线的
lisle	莱尔线
foundrous	=founderous
quackishness	庸医
quackishness	胡吹
backland	内地
backland	内
backland	偏僻地区
backland	内陆地区
backland	偏僻地区的
backland	偏僻地区
sculpturesque	雕刻般的
sculpturesque	雕刻般
autocatalytically	自身催化地
autocatalytically	自身催化
gurge	造成旋涡
gurge	打旋
strucken	strike的过去分词
counterreply	反答
sandpapery	砂纸似的
sandpapery	砂纸似
sandpapery	粗糙的
sandpapery	粗糙
adorable	可崇拜的
adorable	可崇拜
adorable	可爱的
adorable	可爱
drumhead	鼓面皮
drumhead	鼓膜
drumhead	耳鼓
meekness	温顺
meekness	柔和
psychometrical	心理测量的
psychometrical	心理测量
psychometrical	心理测量学的
psychometrical	心理测量学
pinacotheca	画廊
pinacotheca	美术馆
somnolent	想睡的
somnolent	想睡
somnolent	催眠的
somnolent	催眠
diplomatize	使用外交手腕
luckily	幸运地
luckily	幸运
battery	电池
battery	殴打
distractor	错误选择
hydrotechny	供水技术
